"x","y","aspect","dem","ndvi","savi","slope","tpi","tri"
453849.967536463,8704616.52823283,4.39726972579956,3811,0.274683058261871,0.0812440887093544,0.414616465568542,-0.75,25.5
453776.154467031,8704240.08122982,4.31839323043823,3744,0.340030699968338,0.162154600024223,0.294519990682602,1,18.25
456802.490313755,8702809.58261837,6.1553053855896,4023,0.350032538175583,0.220261007547379,0.233810544013977,2.875,13.875
455030.97664738,8705444.71163946,3.04529333114624,4142,0.259528547525406,0.140300869941711,0.070078656077385,7.375,7.875
455621.481202838,8709811.4968744,1.45812106132507,4486,0.364315658807755,0.226907283067703,0.103198781609535,0,6
456581.051105459,8704014.21302801,5.68129348754883,3736,0.388210326433182,0.204876735806465,0.567716002464294,2,36.75
461895.592104585,8708305.70886235,2.22728323936462,4444,0.384066641330719,0.196140974760056,0.37164768576622,3.375,21.875
459681.200021616,8707703.39365753,4.72047090530396,4256,0.380347013473511,0.234752506017685,0.390535831451416,-1.75,23.25
454661.911300218,8708757.44526596,1.69654309749603,4415,0.338218033313751,0.197745472192764,0.19639764726162,-0.875,11.375
460640.769924236,8706348.18444669,2.84806394577026,4120,0.387205094099045,0.122132122516632,0.666919350624084,-0.125,46.875
461526.526757424,8707025.78905211,4.47510290145874,4239,0.427280873060226,0.270288467407227,0.0917412713170052,-10.125,11.625
452668.958425546,8704240.08122982,1.49145650863647,3843,0.29223296046257,0.171912908554077,0.206888824701309,3,12.25
460419.330715939,8705068.26463645,4.11225271224976,4431,0.400676935911179,0.218694612383842,0.172070786356926,2.75,10.75
450602.192481441,8702433.13561536,2.42559576034546,3483,0.689937353134155,0.298275679349899,0.53209376335144,-3.375,32.375
